Suburb,Rooms,Type,Price,Regionname
Sydenham,2,u,395000,Western Metropolitan
Sydenham,2,u,400000,Western Metropolitan
Sydenham,6,h,700000,Western Metropolitan
Sydenham,3,h,601000,Western Metropolitan
Sydenham,3,h,495000,Western Metropolitan
Tarneit,3,u,405000,Western Metropolitan
Tarneit,4,h,527500,Western Metropolitan
Tarneit,3,u,420000,Western Metropolitan
Taylors Hill,4,h,830000,Western Metropolitan
Taylors Hill,4,h,660000,Western Metropolitan
Taylors Lakes,4,h,720000,Western Metropolitan
Taylors Lakes,4,h,0,Western Metropolitan
Taylors Lakes,4,h,770000,Western Metropolitan
Templestowe Lower,3,h,900000,Eastern Metropolitan
Templestowe Lower,5,h,1330000,Eastern Metropolitan
Thomastown,3,h,0,Northern Metropolitan
Thomastown,3,h,860000,Northern Metropolitan
Thomastown,2,u,261500,Northern Metropolitan
Thomastown,3,h,625000,Northern Metropolitan
Thomastown,3,h,925000,Northern Metropolitan
Thomastown,4,h,0,Northern Metropolitan
Thornbury,2,u,500000,Northern Metropolitan
Thornbury,4,h,1965000,Northern Metropolitan
Thornbury,2,u,0,Northern Metropolitan
Thornbury,3,h,920000,Northern Metropolitan
Thornbury,3,t,950500,Northern Metropolitan
Thornbury,3,h,1455000,Northern Metropolitan
Toorak,3,t,1310000,Southern Metropolitan
Toorak,3,u,1550000,Southern Metropolitan
Toorak,2,u,0,Southern Metropolitan
Tullamarine,2,u,470000,Western Metropolitan
Tullamarine,3,h,732000,Western Metropolitan
Tullamarine,4,h,780000,Western Metropolitan
Vermont,4,u,841000,Eastern Metropolitan
Vermont South,4,h,0,Eastern Metropolitan
Viewbank,4,h,1140000,Eastern Metropolitan
Viewbank,4,h,900500,Eastern Metropolitan
Wallan,5,h,600000,Northern Victoria
Wallan,3,h,390000,Northern Victoria
Wallan,4,h,590000,Northern Victoria
Wantirna,4,h,975000,Eastern Metropolitan
Wantirna,4,h,1188888,Eastern Metropolitan
Wantirna South,5,h,1500000,Eastern Metropolitan
Wantirna South,5,h,1075000,Eastern Metropolitan
Wantirna South,5,h,0,Eastern Metropolitan
Watsonia North,3,h,0,Northern Metropolitan
Watsonia North,4,h,760000,Northern Metropolitan
Watsonia North,4,h,0,Northern Metropolitan
Watsonia North,3,h,700000,Northern Metropolitan
Wattle Glen,4,h,835000,Northern Victoria
Werribee,4,h,691000,Western Metropolitan
Werribee,3,h,0,Western Metropolitan
Werribee,3,h,420000,Western Metropolitan
Werribee,2,h,566000,Western Metropolitan
Werribee,4,h,552000,Western Metropolitan
Werribee,2,u,341000,Western Metropolitan
Werribee,3,h,501000,Western Metropolitan
West Footscray,2,h,775000,Western Metropolitan
West Footscray,2,h,790000,Western Metropolitan
West Footscray,2,h,1300000,Western Metropolitan
Wheelers Hill,4,h,1700000,South-Eastern Metropolitan
Wheelers Hill,3,h,1100000,South-Eastern Metropolitan
Williams Landing,4,h,785000,Western Metropolitan
Williamstown,2,h,1115000,Western Metropolitan
Williamstown,2,u,570000,Western Metropolitan
Williamstown,3,h,870000,Western Metropolitan
Williamstown,4,h,0,Western Metropolitan
Windsor,2,h,1000000,Southern Metropolitan
Wollert,3,h,640000,Northern Metropolitan
Wollert,4,h,520600,Northern Metropolitan
Wonga Park,3,h,0,Eastern Victoria
Wyndham Vale,3,h,410000,Western Metropolitan
Wyndham Vale,3,h,400000,Western Metropolitan
Wyndham Vale,5,h,0,Western Metropolitan
Wyndham Vale,3,h,416000,Western Metropolitan
Wyndham Vale,3,h,0,Western Metropolitan
Yallambie,3,t,745000,Northern Metropolitan
Yallambie,3,t,655000,Northern Metropolitan
Yarraville,2,h,870000,Western Metropolitan
Yarraville,2,u,495000,Western Metropolitan
Yarraville,3,h,1000000,Western Metropolitan
Yarraville,2,u,410000,Western Metropolitan
Yarraville,3,t,0,Western Metropolitan
Aberfeldie,4,h,1330000,Western Metropolitan
Albert Park,3,h,1700000,Southern Metropolitan
Alphington,3,t,920000,Northern Metropolitan
Alphington,1,u,320000,Northern Metropolitan
Altona Meadows,4,h,660000,Western Metropolitan
Altona North,3,h,807000,Western Metropolitan
Altona North,3,h,825000,Western Metropolitan
Ardeer,4,h,660000,Western Metropolitan
Armadale,2,h,1859000,Southern Metropolitan
Armadale,3,h,0,Southern Metropolitan
Armadale,2,t,1200000,Southern Metropolitan
Ashwood,3,h,1045000,Southern Metropolitan
Aspendale Gardens,2,h,503000,South-Eastern Metropolitan
Avondale Heights,3,u,765000,Western Metropolitan
Avondale Heights,5,h,860000,Western Metropolitan
Balwyn North,3,h,0,Southern Metropolitan
Balwyn North,4,h,0,Southern Metropolitan
Beaconsfield,3,h,560000,Eastern Victoria
Beaumaris,3,h,1770000,Southern Metropolitan
Beaumaris,3,h,1500000,Southern Metropolitan
Beaumaris,3,h,1305000,Southern Metropolitan
Bellfield,3,h,1110000,Eastern Metropolitan
Bentleigh,2,h,1402000,Southern Metropolitan
Bentleigh,3,h,1500000,Southern Metropolitan
Bentleigh,3,u,0,Southern Metropolitan
Bentleigh East,3,h,825000,Southern Metropolitan
Bentleigh East,2,h,0,Southern Metropolitan
Bentleigh East,4,h,1515000,Southern Metropolitan
Bentleigh East,4,h,0,Southern Metropolitan
Berwick,4,h,756000,Eastern Victoria
Black Rock,3,h,0,Southern Metropolitan
Blackburn,4,h,1060000,Eastern Metropolitan
Blackburn,4,h,1550000,Eastern Metropolitan
Blackburn,3,h,0,Eastern Metropolitan
Blackburn,3,h,1430000,Eastern Metropolitan
Blackburn,3,t,1000000,Eastern Metropolitan
Blackburn,3,t,750000,Eastern Metropolitan
Blackburn,3,u,936000,Eastern Metropolitan
Blackburn North,5,h,0,Eastern Metropolitan
Blackburn South,4,h,0,Eastern Metropolitan
Blackburn South,3,h,890000,Eastern Metropolitan
Blackburn South,3,h,1350000,Eastern Metropolitan
Blackburn South,4,h,1370000,Eastern Metropolitan
Bonbeach,3,t,0,South-Eastern Metropolitan
Boronia,4,h,630000,Eastern Metropolitan
Boronia,3,h,670500,Eastern Metropolitan
Botanic Ridge,4,h,920000,South-Eastern Metropolitan
Box Hill,2,u,780000,Eastern Metropolitan
Braybrook,2,u,480000,Western Metropolitan
Braybrook,2,h,610000,Western Metropolitan
Brighton,2,h,0,Southern Metropolitan
Brighton,5,h,0,Southern Metropolitan
Brighton,4,h,0,Southern Metropolitan
Brighton East,3,h,0,Southern Metropolitan
Broadmeadows,3,h,517000,Northern Metropolitan
Broadmeadows,3,h,460000,Northern Metropolitan
Broadmeadows,3,h,615000,Northern Metropolitan
Broadmeadows,3,h,520000,Northern Metropolitan
Broadmeadows,3,h,680500,Northern Metropolitan
Brunswick,3,t,900000,Northern Metropolitan
Brunswick,3,h,1652000,Northern Metropolitan
Brunswick,2,u,735000,Northern Metropolitan
Brunswick,3,h,1210000,Northern Metropolitan
Brunswick East,2,h,932500,Northern Metropolitan
Brunswick West,2,u,407500,Northern Metropolitan
Brunswick West,2,u,470000,Northern Metropolitan
Brunswick West,3,t,670000,Northern Metropolitan
Brunswick West,2,h,825000,Northern Metropolitan
Brunswick West,3,h,645000,Northern Metropolitan
Brunswick West,3,t,865000,Northern Metropolitan
Bulleen,3,u,860000,Eastern Metropolitan
Bulleen,2,t,599900,Eastern Metropolitan
Bulleen,4,h,1540000,Eastern Metropolitan
Bulleen,4,t,910000,Eastern Metropolitan
Bundoora,3,h,685000,Northern Metropolitan
Bundoora,3,h,700000,Northern Metropolitan
Bundoora,3,h,820000,Northern Metropolitan
Burnside,3,h,482000,Western Metropolitan
Burwood,6,h,1591000,Southern Metropolitan
Burwood,4,h,0,Southern Metropolitan
Burwood,2,u,580000,Southern Metropolitan
Burwood,2,u,605000,Southern Metropolitan
Burwood,3,h,0,Southern Metropolitan
Burwood East,4,h,1105000,Eastern Metropolitan
Camberwell,4,u,0,Southern Metropolitan
Camberwell,3,h,1930000,Southern Metropolitan
Canterbury,4,h,0,Southern Metropolitan
Carlton North,2,h,0,Northern Metropolitan
Carnegie,2,u,605000,Southern Metropolitan
Carnegie,4,t,1201000,Southern Metropolitan
Carnegie,2,u,635000,Southern Metropolitan
Caroline Springs,4,h,807500,Western Metropolitan
Caroline Springs,3,h,596000,Western Metropolitan
Carrum,2,u,420000,South-Eastern Metropolitan
Carrum Downs,3,h,0,South-Eastern Metropolitan
Caulfield,2,u,535000,Southern Metropolitan
Caulfield South,3,h,1690000,Southern Metropolitan
Chadstone,3,h,1265000,Southern Metropolitan
Cheltenham,5,h,1682000,Southern Metropolitan
Cheltenham,3,t,860000,Southern Metropolitan
Cheltenham,3,h,950000,Southern Metropolitan
Cheltenham,3,h,1150000,Southern Metropolitan
Cheltenham,3,h,1116000,Southern Metropolitan
Clarinda,3,h,712000,South-Eastern Metropolitan
Clarinda,4,h,800000,South-Eastern Metropolitan
Clayton,3,u,747000,South-Eastern Metropolitan
Clayton,3,h,0,South-Eastern Metropolitan
Clayton South,3,h,800000,South-Eastern Metropolitan
Clifton Hill,4,h,1825000,Northern Metropolitan
Coburg,2,u,0,Northern Metropolitan
Coburg,2,u,495000,Northern Metropolitan
Coburg,2,h,930000,Northern Metropolitan
Coburg North,2,h,640000,Northern Metropolitan
Collingwood,2,u,535000,Northern Metropolitan
Craigieburn,4,h,650000,Northern Metropolitan
Craigieburn,4,h,0,Northern Metropolitan
Craigieburn,3,h,511000,Northern Metropolitan
Craigieburn,3,h,381000,Northern Metropolitan
Craigieburn,3,h,460000,Northern Metropolitan
Cranbourne,8,h,0,South-Eastern Metropolitan
Cremorne,3,h,1350000,Northern Metropolitan
Croydon,3,h,0,Eastern Metropolitan
Croydon North,4,h,700000,Eastern Metropolitan
Croydon South,3,h,0,Eastern Metropolitan
Dandenong,3,h,625000,South-Eastern Metropolitan
Dandenong,3,h,500000,South-Eastern Metropolitan
Dandenong,4,h,550000,South-Eastern Metropolitan
Dandenong,2,u,0,South-Eastern Metropolitan
Dandenong,3,h,666000,South-Eastern Metropolitan
Dandenong North,4,h,690000,South-Eastern Metropolitan
Dandenong North,3,h,805000,South-Eastern Metropolitan
Dandenong North,4,h,0,South-Eastern Metropolitan
Deepdene,2,u,1103500,Southern Metropolitan
Deer Park,6,h,592100,Western Metropolitan
Deer Park,3,h,646000,Western Metropolitan
Dingley Village,5,h,1782500,South-Eastern Metropolitan
Docklands,2,u,0,Southern Metropolitan
Doncaster,3,t,0,Eastern Metropolitan
Doncaster,3,h,840000,Eastern Metropolitan
Doncaster,2,t,0,Eastern Metropolitan
Doncaster,2,u,752000,Eastern Metropolitan
Doncaster East,3,u,691000,Eastern Metropolitan
Doncaster East,3,h,1000000,Eastern Metropolitan
Donvale,3,h,0,Eastern Metropolitan
Doveton,3,h,477000,South-Eastern Metropolitan
Edithvale,4,h,1007500,South-Eastern Metropolitan
Eltham North,4,h,900000,Eastern Metropolitan
Epping,3,h,610000,Northern Metropolitan
Epping,4,h,655000,Northern Metropolitan
Epping,3,h,515000,Northern Metropolitan
Epping,4,h,0,Northern Metropolitan
Epping,3,h,465000,Northern Metropolitan
Epping,3,h,570000,Northern Metropolitan
Epping,4,h,557000,Northern Metropolitan
Epping,4,h,610000,Northern Metropolitan
Essendon,2,u,440000,Western Metropolitan
Essendon,3,h,1700000,Western Metropolitan
Essendon,3,h,1070000,Western Metropolitan
Essendon,3,u,1000000,Western Metropolitan
Essendon,4,h,0,Western Metropolitan
Essendon,2,h,745000,Western Metropolitan
Eynesbury,4,h,450000,Western Victoria
Fairfield,2,u,676000,Northern Metropolitan
Fawkner,3,h,700000,Northern Metropolitan
Ferntree Gully,7,h,970000,Eastern Metropolitan
Ferntree Gully,3,h,796000,Eastern Metropolitan
Fitzroy North,2,h,0,Northern Metropolitan
Fitzroy North,2,h,1200000,Northern Metropolitan
Fitzroy North,1,u,330000,Northern Metropolitan
Flemington,2,h,1100000,Northern Metropolitan
Flemington,3,h,1250000,Northern Metropolitan
Flemington,2,t,615000,Northern Metropolitan
Flemington,2,t,668000,Northern Metropolitan
Footscray,2,u,392500,Western Metropolitan
Footscray,3,h,1320000,Western Metropolitan
Footscray,2,u,400000,Western Metropolitan
Forest Hill,3,h,990000,Eastern Metropolitan
Forest Hill,4,h,1420000,Eastern Metropolitan
Frankston,3,h,510000,South-Eastern Metropolitan
Frankston,3,h,530000,South-Eastern Metropolitan
Frankston South,4,h,0,South-Eastern Metropolitan
Gembrook,4,h,0,Eastern Victoria
Gladstone Park,4,h,820000,Western Metropolitan
Glen Huntly,2,u,560000,Southern Metropolitan
Glen Iris,3,t,950000,Southern Metropolitan
Glen Iris,3,h,1452000,Southern Metropolitan
Glen Waverley,4,h,0,Eastern Metropolitan
Glen Waverley,3,h,1205000,Eastern Metropolitan
Glen Waverley,2,u,736000,Eastern Metropolitan
Glen Waverley,4,t,0,Eastern Metropolitan
Glen Waverley,5,h,1230000,Eastern Metropolitan
Glen Waverley,3,h,0,Eastern Metropolitan
Glen Waverley,3,h,1100000,Eastern Metropolitan
Glenroy,3,h,683000,Northern Metropolitan
Glenroy,3,h,1158000,Northern Metropolitan
Glenroy,4,h,793000,Northern Metropolitan
Glenroy,3,h,780000,Northern Metropolitan
Glenroy,2,t,420000,Northern Metropolitan
Glenroy,3,h,895000,Northern Metropolitan
Greensborough,3,h,0,Northern Metropolitan
Greensborough,3,h,0,Northern Metropolitan
Greensborough,3,u,580000,Northern Metropolitan
Greenvale,4,h,930000,Northern Metropolitan
Greenvale,6,h,950000,Northern Metropolitan
Hadfield,3,h,0,Northern Metropolitan
Hampton,3,h,1615000,Southern Metropolitan
Hampton,3,t,0,Southern Metropolitan
Hampton East,3,t,0,Southern Metropolitan
Hampton East,3,h,1326000,Southern Metropolitan
Hampton East,4,h,1610000,Southern Metropolitan
Hawthorn,3,h,0,Southern Metropolitan
Hawthorn,3,h,1700000,Southern Metropolitan
Hawthorn,1,u,440000,Southern Metropolitan
Hawthorn East,2,u,0,Southern Metropolitan
Heidelberg,4,h,1450000,Eastern Metropolitan
Heidelberg Heights,2,h,910000,Eastern Metropolitan
Heidelberg Heights,2,h,665000,Eastern Metropolitan
Heidelberg West,3,h,880000,Eastern Metropolitan
Heidelberg West,3,h,687000,Eastern Metropolitan
Highett,2,u,525000,Southern Metropolitan
Highett,3,h,0,Southern Metropolitan
Highett,2,h,0,Southern Metropolitan
Hillside,3,h,540000,Western Metropolitan
Hillside,4,h,600000,Western Metropolitan
Hoppers Crossing,3,h,520000,Western Metropolitan
Hoppers Crossing,3,u,410000,Western Metropolitan
Hoppers Crossing,3,u,410000,Western Metropolitan
Hoppers Crossing,5,h,0,Western Metropolitan
Hoppers Crossing,3,h,489000,Western Metropolitan
Hoppers Crossing,5,h,0,Western Metropolitan
Hoppers Crossing,3,h,645000,Western Metropolitan
Hughesdale,3,t,0,Southern Metropolitan
Ivanhoe,3,h,990000,Eastern Metropolitan
Ivanhoe,3,h,1060000,Eastern Metropolitan
Ivanhoe,4,h,1410000,Eastern Metropolitan
Kealba,3,h,772000,Western Metropolitan
Keilor East,5,h,1470000,Western Metropolitan
Kew,5,h,0,Southern Metropolitan
Kew,2,h,1230000,Southern Metropolitan
Kew,2,u,700000,Southern Metropolitan
Kew East,2,u,720000,Southern Metropolitan
Kilsyth South,5,h,890000,Eastern Metropolitan
Kingsville,3,h,1108000,Western Metropolitan
Kurunjang,3,h,335000,Northern Victoria
Lalor,4,h,900000,Northern Metropolitan
Lalor,3,h,706000,Northern Metropolitan
Lalor,3,h,660000,Northern Metropolitan
Lower Plenty,3,h,660000,Eastern Metropolitan
MacLeod,4,h,0,Northern Metropolitan
Maidstone,3,h,836000,Western Metropolitan
Maidstone,4,t,0,Western Metropolitan
Malvern,1,u,0,Southern Metropolitan
Malvern,1,u,365000,Southern Metropolitan
Malvern,2,t,1000000,Southern Metropolitan
Malvern,3,h,0,Southern Metropolitan
Malvern,3,h,0,Southern Metropolitan
Malvern,1,u,456000,Southern Metropolitan
Malvern East,4,h,0,Southern Metropolitan
Malvern East,2,h,0,Southern Metropolitan
Malvern East,4,h,0,Southern Metropolitan
Maribyrnong,3,h,1110000,Western Metropolitan
Maribyrnong,2,u,600000,Western Metropolitan
McKinnon,5,h,0,Southern Metropolitan
Meadow Heights,3,h,595000,Northern Metropolitan
Melbourne,1,u,432000,Northern Metropolitan
Melbourne,3,u,750000,Northern Metropolitan
Melton,4,h,710000,Western Victoria
Melton South,3,h,340000,Western Victoria
Melton West,4,h,435000,Northern Victoria
Mentone,2,u,685000,South-Eastern Metropolitan
Mentone,3,u,1100000,South-Eastern Metropolitan
Mernda,5,h,531000,Northern Metropolitan
Mernda,3,h,598000,Northern Metropolitan
Mickleham,4,h,600000,Northern Metropolitan
Mill Park,5,h,730000,Northern Metropolitan
Mill Park,3,h,685000,Northern Metropolitan
Mill Park,3,h,692000,Northern Metropolitan
Mill Park,4,h,682000,Northern Metropolitan
Mitcham,2,h,911000,Eastern Metropolitan
Mitcham,2,h,0,Eastern Metropolitan
Mitcham,3,h,655000,Eastern Metropolitan
Mont Albert,4,h,1865000,Eastern Metropolitan
Mont Albert,2,u,770000,Eastern Metropolitan
Montmorency,1,h,632500,Eastern Metropolitan
Moonee Ponds,1,u,296000,Western Metropolitan
Moonee Ponds,4,h,1531000,Western Metropolitan
Mooroolbark,3,h,0,Eastern Victoria
Mordialloc,4,t,1265000,South-Eastern Metropolitan
Mordialloc,1,u,462000,South-Eastern Metropolitan
Mordialloc,4,h,1425000,South-Eastern Metropolitan
Mordialloc,3,t,864000,South-Eastern Metropolitan
Mount Waverley,4,h,0,Eastern Metropolitan
Mount Waverley,4,h,1405000,Eastern Metropolitan
Mount Waverley,3,h,0,Eastern Metropolitan
Mulgrave,3,h,908000,South-Eastern Metropolitan
Mulgrave,3,u,599900,South-Eastern Metropolitan
Mulgrave,4,h,1180800,South-Eastern Metropolitan
Murrumbeena,4,h,1656000,Southern Metropolitan
Newport,4,h,1230000,Western Metropolitan
Newport,4,h,1560000,Western Metropolitan
Newport,3,h,2000000,Western Metropolitan
Newport,3,h,0,Western Metropolitan
Newport,2,h,820000,Western Metropolitan
Niddrie,3,h,1312000,Western Metropolitan
Niddrie,3,h,960000,Western Metropolitan
Niddrie,3,h,935000,Western Metropolitan
Noble Park,3,u,350000,South-Eastern Metropolitan
Northcote,2,h,1343000,Northern Metropolitan
Northcote,2,u,680000,Northern Metropolitan
Nunawading,5,h,1750000,Eastern Metropolitan
Oak Park,2,t,600000,Northern Metropolitan
Oakleigh,5,h,0,Southern Metropolitan
Ormond,3,h,1300000,Southern Metropolitan
Parkdale,3,h,0,South-Eastern Metropolitan
Parkville,3,u,835000,Northern Metropolitan
Pascoe Vale,3,t,0,Northern Metropolitan
Pascoe Vale,3,h,755000,Northern Metropolitan
Pascoe Vale,2,h,750000,Northern Metropolitan
Pascoe Vale,2,h,1290000,Northern Metropolitan
Pascoe Vale,2,h,0,Northern Metropolitan
Port Melbourne,3,h,1400000,Southern Metropolitan
Prahran,3,h,0,Southern Metropolitan
Prahran,3,h,1251000,Southern Metropolitan
Preston,2,t,792000,Northern Metropolitan
Preston,2,h,605000,Northern Metropolitan
Preston,2,u,413000,Northern Metropolitan
Preston,3,h,1190000,Northern Metropolitan
Princes Hill,3,h,1550000,Northern Metropolitan
Reservoir,2,h,0,Northern Metropolitan
Reservoir,4,h,741000,Northern Metropolitan
Reservoir,3,h,725000,Northern Metropolitan
Reservoir,3,u,615000,Northern Metropolitan
Reservoir,2,u,406000,Northern Metropolitan
Reservoir,3,h,825000,Northern Metropolitan
Reservoir,3,h,1010000,Northern Metropolitan
Reservoir,2,u,0,Northern Metropolitan
Reservoir,2,h,852000,Northern Metropolitan
Reservoir,3,h,595000,Northern Metropolitan
Richmond,2,h,950000,Northern Metropolitan
Richmond,2,h,1110000,Northern Metropolitan
Richmond,2,t,950000,Northern Metropolitan
Richmond,2,u,1226000,Northern Metropolitan
Richmond,1,u,500000,Northern Metropolitan
Richmond,3,h,1214000,Northern Metropolitan
Ringwood,3,h,710000,Eastern Metropolitan
Ringwood,3,h,1086000,Eastern Metropolitan
Ringwood East,4,h,0,Eastern Metropolitan
Ringwood East,3,h,950000,Eastern Metropolitan
Rosanna,3,t,0,Eastern Metropolitan
Roxburgh Park,4,h,550500,Northern Metropolitan
Sandringham,3,t,0,Southern Metropolitan
Sandringham,2,h,1350000,Southern Metropolitan
Scoresby,4,h,950000,Eastern Metropolitan
Seddon,2,h,842000,Western Metropolitan
Skye,5,h,0,South-Eastern Metropolitan
South Morang,4,h,685000,Northern Metropolitan
South Yarra,3,u,1320000,Southern Metropolitan
South Yarra,1,u,537000,Southern Metropolitan
South Yarra,2,u,800000,Southern Metropolitan
South Yarra,2,u,0,Southern Metropolitan
Springvale South,3,t,597000,South-Eastern Metropolitan
St Albans,3,h,0,Western Metropolitan
St Albans,3,h,0,Western Metropolitan
St Albans,3,h,0,Western Metropolitan
St Albans,4,h,835000,Western Metropolitan
St Albans,3,h,472000,Western Metropolitan
St Albans,3,h,0,Western Metropolitan
St Albans,3,h,763000,Western Metropolitan
St Albans,3,h,695000,Western Metropolitan
St Kilda,1,u,346000,Southern Metropolitan
St Kilda,3,u,786000,Southern Metropolitan
Strathmore,4,h,810000,Western Metropolitan
Strathmore,3,h,0,Western Metropolitan
Sunbury,3,h,617500,Western Metropolitan
Sunbury,3,h,395000,Western Metropolitan
Sunbury,3,h,420000,Western Metropolitan
Sunshine,3,h,940000,Western Metropolitan
Sunshine,4,h,726000,Western Metropolitan
Sunshine,3,h,950000,Western Metropolitan
Sunshine North,3,h,830000,Western Metropolitan
Sunshine North,3,h,600000,Western Metropolitan
Sunshine West,3,h,716000,Western Metropolitan
Sunshine West,4,h,0,Western Metropolitan
Surrey Hills,2,u,682000,Southern Metropolitan
Surrey Hills,3,h,1100000,Southern Metropolitan
Tarneit,4,h,0,Western Metropolitan
Tarneit,3,h,0,Western Metropolitan
Tarneit,4,h,570000,Western Metropolitan
Tarneit,3,h,515000,Western Metropolitan
Taylors Hill,5,h,650250,Western Metropolitan
Taylors Hill,3,h,0,Western Metropolitan
Taylors Hill,4,h,687000,Western Metropolitan
Taylors Lakes,5,h,602000,Western Metropolitan
Taylors Lakes,3,h,650000,Western Metropolitan
Templestowe,4,h,1750000,Eastern Metropolitan
Templestowe Lower,3,t,940000,Eastern Metropolitan
Templestowe Lower,3,h,1503500,Eastern Metropolitan
Thomastown,4,h,0,Northern Metropolitan
Thomastown,3,h,601000,Northern Metropolitan
Thomastown,3,h,570000,Northern Metropolitan
Thomastown,3,h,645000,Northern Metropolitan
Thomastown,3,h,657000,Northern Metropolitan
Thomastown,4,h,633500,Northern Metropolitan
Thornbury,3,u,750000,Northern Metropolitan
Thornbury,3,h,765000,Northern Metropolitan
Thornbury,3,h,1750000,Northern Metropolitan
Vermont South,4,h,0,Eastern Metropolitan
Viewbank,3,h,810000,Eastern Metropolitan
Wantirna South,3,h,1174000,Eastern Metropolitan
Watsonia,4,h,1193000,Northern Metropolitan
Watsonia,3,h,880000,Northern Metropolitan
Watsonia,5,h,826000,Northern Metropolitan
West Footscray,4,h,1435000,Western Metropolitan
West Footscray,2,h,470000,Western Metropolitan
West Footscray,2,h,502000,Western Metropolitan
Westmeadows,3,h,630000,Northern Metropolitan
Westmeadows,4,h,0,Northern Metropolitan
Westmeadows,3,t,507000,Northern Metropolitan
Wheelers Hill,4,h,0,South-Eastern Metropolitan
Wheelers Hill,4,h,1200000,South-Eastern Metropolitan
Wheelers Hill,4,h,1275000,South-Eastern Metropolitan
Wheelers Hill,4,h,1119000,South-Eastern Metropolitan
Williamstown,3,h,1245000,Western Metropolitan
Wollert,3,t,355000,Northern Metropolitan
Yarraville,3,h,935000,Western Metropolitan
Yarraville,3,h,990000,Western Metropolitan
Yarraville,2,h,950000,Western Metropolitan
Abbotsford,4,h,0,Northern Metropolitan
Abbotsford,2,h,0,Northern Metropolitan
Abbotsford,2,h,0,Northern Metropolitan
Airport West,5,h,1035000,Western Metropolitan
Airport West,4,h,960000,Western Metropolitan
Airport West,4,h,960000,Western Metropolitan
Airport West,3,h,720000,Western Metropolitan
Airport West,4,h,785000,Western Metropolitan
Albert Park,3,h,0,Southern Metropolitan
Albert Park,2,h,1110000,Southern Metropolitan
Altona,3,u,630000,Western Metropolitan
Altona,2,u,406000,Western Metropolitan
Altona North,3,h,720000,Western Metropolitan
Ardeer,3,h,0,Western Metropolitan
Armadale,2,h,1930000,Southern Metropolitan
Ascot Vale,2,h,1053000,Western Metropolitan
Ascot Vale,3,h,1377000,Western Metropolitan
Ashwood,4,h,0,Southern Metropolitan
Ashwood,4,h,1500000,Southern Metropolitan
Aspendale,3,h,0,South-Eastern Metropolitan
Aspendale,2,u,590000,South-Eastern Metropolitan
Aspendale,3,h,720000,South-Eastern Metropolitan
Avondale Heights,3,h,655000,Western Metropolitan
Avondale Heights,3,h,0,Western Metropolitan
Avondale Heights,3,h,680000,Western Metropolitan
Balwyn,2,h,1850000,Southern Metropolitan
Balwyn,2,h,0,Southern Metropolitan
Balwyn,4,h,0,Southern Metropolitan
Balwyn,2,u,805000,Southern Metropolitan
Balwyn North,3,h,0,Southern Metropolitan
Balwyn North,4,h,0,Southern Metropolitan
Balwyn North,4,h,1750000,Southern Metropolitan
Balwyn North,3,t,1150000,Southern Metropolitan
Balwyn North,4,h,0,Southern Metropolitan
Balwyn North,3,h,0,Southern Metropolitan
Balwyn North,3,h,1575000,Southern Metropolitan
Beaumaris,3,h,1370000,Southern Metropolitan
Beaumaris,5,h,0,Southern Metropolitan
Bellfield,3,h,773000,Eastern Metropolitan
Bentleigh,2,u,360000,Southern Metropolitan
Bentleigh,4,t,1435000,Southern Metropolitan
Bentleigh,2,u,0,Southern Metropolitan
Bentleigh,3,h,1110000,Southern Metropolitan
Bentleigh,4,h,2000000,Southern Metropolitan
Bentleigh East,3,h,1040000,Southern Metropolitan
Bentleigh East,4,t,1210000,Southern Metropolitan
Bentleigh East,4,t,1370000,Southern Metropolitan
Bentleigh East,4,t,1160000,Southern Metropolitan
Black Rock,3,h,1508000,Southern Metropolitan
Black Rock,3,t,1770000,Southern Metropolitan
Blackburn,2,h,1571000,Eastern Metropolitan
Blackburn,3,u,752000,Eastern Metropolitan
Blackburn,4,h,0,Eastern Metropolitan
Blackburn,3,u,700000,Eastern Metropolitan
Blackburn,3,t,1145000,Eastern Metropolitan
Blackburn North,2,u,440000,Eastern Metropolitan
Blackburn South,3,t,900000,Eastern Metropolitan
Brighton,4,h,1761000,Southern Metropolitan
Brighton,4,h,0,Southern Metropolitan
Brighton,4,h,0,Southern Metropolitan
Brighton,3,h,1302500,Southern Metropolitan
Brighton,3,h,1900000,Southern Metropolitan
Brighton,5,h,0,Southern Metropolitan
Brighton East,3,h,1860000,Southern Metropolitan
Brighton East,4,h,0,Southern Metropolitan
Brighton East,3,h,1500000,Southern Metropolitan
Brighton East,3,t,870000,Southern Metropolitan
Brunswick,2,u,400000,Northern Metropolitan
Brunswick,3,h,950000,Northern Metropolitan
Brunswick,2,u,0,Northern Metropolitan
Brunswick East,4,h,1815000,Northern Metropolitan
Brunswick West,1,u,300000,Northern Metropolitan
Bulleen,3,h,1127000,Eastern Metropolitan
Bulleen,3,h,990000,Eastern Metropolitan
Bulleen,4,h,1401000,Eastern Metropolitan
Bundoora,3,h,610000,Northern Metropolitan
Bundoora,2,h,310000,Northern Metropolitan
Bundoora,3,t,0,Northern Metropolitan
Bundoora,3,h,586000,Northern Metropolitan
Bundoora,3,h,734000,Northern Metropolitan
Burwood East,3,h,981000,Eastern Metropolitan
Camberwell,3,t,1300000,Southern Metropolitan
Camberwell,6,h,0,Southern Metropolitan
Camberwell,4,t,0,Southern Metropolitan
Canterbury,3,h,0,Southern Metropolitan
